Fullname,Nationality,Gender,Passport_Number,Age,BMI,Systolic_BP,Diastolic_BP,Total_Cholesterol,HDL_Cholesterol,Num_Critical_Diseases,ICD_E08_E13_Diabetes,ICD_I10_I15_Hypertension,ICD_I20_I50_HeartDisease,ICD_J40_J47_Respiratory,ICD_N18_KidneyDisease,Smoker,Needs_Walking_Assist,Uses_Oxygen,Takes_Diuretics,Takes_Beta_Blockers,CVD_Risk_Score,Triage_Category
David Peters,Nauru,F,7757608050441,52,22.3,134,85,156,36,0,0,0,0,0,0,0,0,0,0,0,12.5,Green
Daniel Mathews,France,F,6581931820201,54,44.2,160,93,182,46,2,1,1,0,0,0,0,0,0,0,0,17.5,Orange
Steven Cross,Monaco,F,1447506783317,64,34.6,137,82,168,33,0,0,0,0,0,0,0,0,0,0,0,17.5,Orange
William Harris,Georgia,M,7597894068320,61,49.3,141,82,274,36,2,1,1,0,0,0,0,0,0,0,0,35.0,Red
Melissa Miller,Thailand,M,5249179137741,24,21.3,114,79,215,31,0,0,0,0,0,0,1,0,0,0,0,15.0,Orange
Anthony Cervantes,Indonesia,F,5643288644457,56,24.9,141,85,248,54,1,0,1,0,0,0,0,0,0,0,0,20.0,Orange
William Brady,Ecuador,F,2579555862374,86,31.3,156,92,152,46,1,0,1,0,0,0,0,0,0,1,0,27.5,Red
Brandon Raymond,Liechtenstein,M,9535301077235,53,39.5,148,85,157,42,1,0,1,0,0,0,0,0,0,0,0,10.0,Orange
James Hull,Hong Kong,F,3765451651603,70,21.5,130,95,266,36,1,1,0,0,0,0,0,0,0,0,0,35.0,Red
Samantha Hayes,Palau,M,9240774747775,66,32.5,132,83,254,72,0,0,0,0,0,0,0,0,0,0,0,20.0,Orange
Christopher Smith,Greenland,M,5640784396804,54,32.8,144,90,260,46,1,0,1,0,0,0,0,0,0,1,0,17.5,Orange
Amanda Thomas,Grenada,M,3138391198215,53,23.8,121,90,154,39,0,0,0,0,0,0,0,0,0,0,0,10.0,Green
Heather Campbell,Niue,F,7932840610695,50,28.4,109,67,220,32,1,0,1,0,0,0,0,0,0,1,0,12.5,Orange
Christine Robles,British Virgin Islands,M,7490206997267,59,48.5,160,92,232,31,1,0,1,0,0,0,0,0,0,1,0,20.0,Orange
Aaron Nguyen,Wallis and Futuna,M,6118145896779,55,24.3,120,87,277,52,1,0,1,0,0,0,0,0,0,1,0,15.0,Orange
Sean Morris,Hong Kong,M,5980623877614,81,36.9,140,95,201,61,1,0,1,0,0,0,0,0,0,0,0,22.5,Red
Crystal Rollins,Namibia,F,4513937009597,36,29.6,113,79,197,48,1,1,0,0,0,0,0,0,0,0,0,7.5,Green
Jennifer Hunt,Madagascar,F,0063574170036,53,21.6,186,81,234,70,2,0,1,0,0,1,0,0,0,0,0,15.0,Red
Jonathan Anderson,Iceland,F,5126096964271,35,19.9,115,66,176,55,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Michael Lucas,Nigeria,M,5348857829098,39,24.3,115,84,152,53,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Russell Sellers,Philippines,M,1736537231240,61,31.2,135,86,245,55,2,0,1,0,0,1,0,0,0,0,0,20.0,Orange
Julia Freeman,Argentina,F,6040152746603,45,35.0,146,95,265,68,1,0,1,0,0,0,0,0,0,0,0,12.5,Green
Megan Morris,South Georgia and the South Sandwich Islands,F,3604904147464,46,37.7,146,94,224,41,1,0,1,0,0,0,0,0,0,0,0,10.0,Green
Anthony Graham,Nigeria,F,7164595942725,69,29.4,122,83,194,66,0,0,0,0,0,0,0,0,0,0,0,10.0,Green
Terri White,Faroe Islands,F,9035931081430,65,27.7,150,85,177,35,1,0,1,0,0,0,0,0,0,0,0,22.5,Red
Gregory Cortez,Heard Island and McDonald Islands,M,2571571619703,55,34.4,131,80,207,31,0,0,0,0,0,0,0,0,0,0,0,17.5,Orange
Jose Stokes,Netherlands Antilles,F,4453445041583,64,27.4,146,86,192,74,1,0,1,0,0,0,1,0,0,0,0,20.0,Orange
David Dillon,San Marino,F,2956691022921,63,16.0,136,91,162,54,1,1,0,0,0,0,0,0,0,0,0,20.0,Orange
Julian Burke,Guernsey,M,5288048904411,26,29.4,118,85,214,31,1,0,1,0,0,0,0,0,0,0,0,7.5,Green
Stephanie Schneider,Sweden,F,8358413786823,39,20.7,119,71,150,48,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
James Stone,India,F,9278638091948,55,23.1,141,86,170,52,2,1,1,0,0,0,0,0,0,0,0,20.0,Orange
Kevin Fleming,Afghanistan,F,4232291462298,59,23.2,145,81,253,65,1,0,1,0,0,0,0,0,0,1,0,17.5,Orange
Michael Bates,Malawi,M,2150597064287,33,30.5,152,92,198,58,1,0,1,0,0,0,1,0,0,0,0,12.5,Orange
Zachary Carpenter,Sao Tome and Principe,M,1414660003285,48,22.9,128,71,199,48,0,0,0,0,0,0,0,0,0,0,0,2.5,Green
Brad Shields,Argentina,M,2353914630930,30,29.3,106,76,163,66,1,0,0,1,0,0,0,0,0,0,1,1.0,Orange
Jordan Garrison,Brunei Darussalam,F,7935890828621,43,27.8,107,70,183,40,1,0,1,0,0,0,0,0,0,1,0,1.0,Orange
Elizabeth Leonard MD,Chile,F,9792950802544,31,33.4,133,89,201,62,0,0,0,0,0,0,0,0,0,0,0,2.5,Green
Jaime Martinez,Czech Republic,M,9515134761228,77,18.9,125,84,190,62,2,1,0,1,0,0,0,0,0,0,0,22.5,Red
Steven Miller,France,M,3275373296719,61,18.5,140,80,223,64,1,0,1,0,0,0,0,0,0,1,0,12.5,Orange
Michael Clarke,Slovakia (Slovak Republic),M,6738897840907,65,43.3,120,80,167,61,1,1,0,0,0,0,0,0,0,0,0,17.5,Orange
Tammy Robinson,Micronesia,F,3414791180617,52,49.6,130,92,252,68,1,0,1,0,0,0,0,0,0,0,0,10.0,Orange
Kayla Torres,French Southern Territories,F,9037131632559,48,27.7,124,79,262,72,1,0,1,0,0,0,0,0,0,0,0,7.5,Green
Erin Rivera,Switzerland,M,7084428031061,35,18.9,123,73,188,44,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Jennifer Giles,Jamaica,F,9349155289559,31,26.0,104,65,175,65,0,0,0,0,0,0,1,0,0,0,0,5.0,Green
Glenda Daniel,Falkland Islands (Malvinas),M,5987932523171,35,41.6,124,94,179,56,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Jonathan Osborne,Montenegro,F,6044429041118,52,22.3,120,84,266,71,0,0,0,0,0,0,1,0,0,0,0,17.5,Orange
Laura Mcintosh,Chad,M,7956741271229,53,30.1,142,84,178,59,1,0,1,0,0,0,0,0,0,1,0,10.0,Orange
Julie Bradshaw,Spain,M,3689165562096,38,39.4,150,90,208,54,1,0,1,0,0,0,0,0,0,0,0,7.5,Orange
Nicole Mendez,Vanuatu,M,7489359383003,55,30.5,158,88,234,51,1,0,1,0,0,0,0,0,0,1,0,15.0,Orange
Michael Warren,Dominica,F,6135599666178,65,19.2,143,91,166,57,1,0,1,0,0,0,1,0,0,0,0,25.0,Red
Kayla Russo,Barbados,F,1010254975886,58,25.2,154,82,191,50,1,0,1,0,0,0,0,0,0,1,0,12.5,Orange
Michael Farmer,Belgium,M,8175711095156,33,19.6,128,80,130,65,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Sally Duran,South Georgia and the South Sandwich Islands,M,6671156556556,46,44.0,137,81,241,56,0,0,0,0,0,0,1,0,0,0,0,20.0,Orange
Tammy Mann,Mongolia,F,8241801736114,41,18.7,126,77,199,53,0,0,0,0,0,0,1,0,0,0,0,7.5,Green
Michelle Davis,Jordan,F,0129104259111,51,22.8,157,80,169,72,1,0,1,0,0,0,0,0,0,1,0,7.5,Orange
Jason West,Saint Vincent and the Grenadines,M,4587630214275,52,19.0,156,93,229,44,1,0,1,0,0,0,0,0,0,1,0,12.5,Orange
Benjamin Garza,Uzbekistan,M,7603209314089,39,25.2,110,81,218,41,0,0,0,0,0,0,0,0,0,0,0,2.5,Green
Tiffany Jones,Saint Helena,F,7508091328407,67,26.0,145,91,188,75,2,0,1,1,0,0,0,0,0,0,1,15.0,Orange
Christopher Hall,Tanzania,F,2032356552443,51,27.7,156,86,162,73,1,0,1,0,0,0,0,0,0,0,0,7.5,Orange
Michael Phillips,Jordan,M,2956304337329,37,47.3,143,91,136,61,1,0,1,0,0,0,0,0,0,1,0,2.5,Orange
Michael Nelson,Fiji,F,9320133327050,62,28.3,145,81,151,62,1,0,1,0,0,0,0,0,0,0,0,12.5,Green
John Levine,British Indian Ocean Territory (Chagos Archipelago),M,6031016689563,25,15.7,120,70,203,53,0,0,0,0,0,0,0,0,0,0,0,2.5,Green
Phillip Sawyer,Ghana,M,0954132786083,50,20.8,120,82,160,40,1,0,1,0,0,0,0,0,0,1,0,5.0,Orange
Linda Watkins,Italy,F,9576872234269,78,45.1,140,81,268,41,1,0,1,0,0,0,0,0,0,0,0,27.5,Red
Jean Duran,Sudan,M,4292791743266,79,23.8,194,81,166,62,2,1,1,0,0,0,0,0,0,1,0,32.5,Red
Melissa Jones,Brunei Darussalam,M,2031812678567,53,43.9,130,85,258,31,0,0,0,0,0,0,0,0,0,0,0,17.5,Orange
Zachary Kane,Denmark,M,0445016423267,64,31.5,144,80,207,47,1,0,1,0,0,0,0,0,0,0,0,17.5,Orange
Harry Rush,Sri Lanka,M,9326015690120,19,18.1,104,68,137,65,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Troy Cobb,Colombia,M,7212016539853,77,42.8,157,81,195,73,1,0,1,0,0,0,0,0,0,0,0,20.0,Orange
Barbara Peterson,Trinidad and Tobago,F,6083631945388,31,28.3,111,66,136,68,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Richard Black,Costa Rica,F,2885477612943,41,28.4,114,70,257,56,0,0,0,0,0,0,0,0,0,0,0,7.5,Green
Ruth Morrison,Turkmenistan,F,0805629232722,52,51.1,142,83,200,50,1,0,1,0,0,0,0,0,0,0,0,10.0,Orange
William Davis,Italy,M,9157300851847,92,34.0,125,81,272,57,0,0,0,0,0,0,0,0,0,0,0,32.5,Red
Karen Baker,Mozambique,F,8914481656545,85,23.8,134,95,151,64,2,1,0,0,0,1,1,0,0,0,0,37.5,Red
Ana Bell,Uruguay,M,4019307405100,19,19.5,124,75,168,74,1,0,1,0,0,0,0,0,0,1,0,1.0,Orange
Rebecca Humphrey,Estonia,F,8098214177849,40,46.8,145,80,146,70,1,0,1,0,0,0,0,0,0,1,0,2.5,Orange
Michael Jimenez,Belgium,M,8110787073943,42,29.6,106,82,241,55,0,0,0,0,0,0,0,0,0,0,0,7.5,Green
Matthew Green,Dominican Republic,M,0237099522261,19,21.5,103,65,144,44,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Evan Blackwell,Czech Republic,F,0149818267387,60,26.2,143,80,218,38,1,0,1,0,0,0,0,0,0,1,0,22.5,Red
Kimberly Merritt,Isle of Man,M,4594695272539,54,27.7,141,91,258,42,1,0,1,0,0,0,1,0,0,1,0,25.0,Orange
Nicholas Hoover,Hong Kong,F,2607139677905,27,35.1,148,86,220,36,2,0,1,0,1,0,0,0,0,0,0,12.5,Orange
Bonnie Long,Afghanistan,F,7820485546793,35,31.1,145,89,198,67,2,0,1,1,0,0,0,0,0,0,1,2.5,Orange
Lisa Goodman,Vanuatu,F,4470102840679,43,34.8,151,86,249,35,1,0,1,0,0,0,0,0,0,0,0,17.5,Orange
Jacob Snyder,Cameroon,F,2048070951936,61,22.2,139,89,247,45,1,1,0,0,0,0,1,0,0,0,0,35.0,Red
Daniel Duke,Bahrain,F,8698714283349,58,25.9,147,92,166,73,1,0,1,0,0,0,1,0,0,1,0,17.5,Orange
Patricia Mcconnell,Norway,M,3838341243599,75,17.2,146,94,213,51,1,0,1,0,0,0,0,0,0,1,0,25.0,Red
Peter Thornton,Kuwait,F,8274536379134,70,30.5,148,91,244,50,2,1,1,0,0,0,0,0,0,1,0,35.0,Red
Lisa Cooper,Jamaica,F,9412336446192,61,25.3,141,83,200,39,2,1,1,0,0,0,0,0,0,1,0,27.5,Red
Jason Irwin,Saudi Arabia,M,4926279293126,77,29.8,142,87,192,42,2,1,1,0,0,0,0,0,0,1,0,30.0,Red
Emily Hill,Saint Martin,F,9096593340150,43,33.3,143,83,202,62,2,0,1,1,0,0,0,0,0,0,1,5.0,Orange
Jeffrey Smith,Central African Republic,F,1993440611495,42,22.7,104,76,275,56,0,0,0,0,0,0,0,0,0,0,0,7.5,Green
Kenneth Sellers,Malta,F,6372136657071,45,22.9,129,67,157,43,0,0,0,0,0,0,0,0,0,0,0,2.5,Green
Carol Floyd,United States Minor Outlying Islands,F,1966306340563,65,33.8,128,85,227,70,0,0,0,0,0,0,0,0,0,0,0,12.5,Green
Benjamin Henderson,Botswana,F,4517487594084,35,45.7,149,82,208,45,1,0,1,0,0,0,0,0,0,1,0,7.5,Orange
Victor Harris,Mauritius,M,7300889522246,50,36.7,145,92,150,54,1,0,1,0,0,0,0,0,0,0,0,10.0,Green
Christina Buck,Kyrgyz Republic,M,1016830839955,75,17.6,131,86,206,36,1,1,0,0,0,0,1,0,0,0,0,42.5,Red
Kristy Moore,Botswana,M,3357562688175,57,33.7,133,84,182,48,0,0,0,0,0,0,0,0,0,0,0,10.0,Green
Lisa Hamilton,Wallis and Futuna,F,0917411690099,82,29.6,195,91,269,71,1,0,1,0,0,0,1,0,0,0,0,42.5,Red
Ronald Mills,India,F,1910251866333,42,34.9,131,91,150,54,0,0,0,0,0,0,0,0,0,0,0,2.5,Green
Joy Robinson,British Indian Ocean Territory (Chagos Archipelago),M,0342546952451,54,35.0,120,87,272,63,0,0,0,0,0,0,1,0,0,0,0,17.5,Orange
Randall Kennedy,Liechtenstein,M,8552348940392,80,36.7,141,80,251,72,2,1,1,0,0,0,0,0,0,0,0,37.5,Red
Charles Jackson DDS,Svalbard & Jan Mayen Islands,F,4024057953269,25,33.0,124,86,206,55,0,0,0,0,0,0,0,0,0,0,0,2.5,Green
Mrs. Elizabeth Price DDS,French Southern Territories,F,6989576169271,55,40.8,122,89,260,31,2,0,1,0,0,1,0,0,0,0,0,20.0,Orange
Kathleen Cook,Argentina,F,7723515380193,45,17.0,124,65,200,53,0,0,0,0,0,0,0,0,0,0,0,2.5,Green
Wesley Anderson,Solomon Islands,F,0542546862693,75,30.5,155,85,152,65,3,1,1,1,0,0,0,0,0,0,0,27.5,Red
Jeff Ochoa,Tuvalu,F,7122244595463,36,23.0,127,72,190,72,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Scott Moore,Gabon,M,2680129225935,41,23.7,101,81,184,30,1,0,0,0,0,1,0,0,0,0,0,5.0,Green
Courtney Weaver,China,F,1965323817010,22,39.0,151,94,132,71,1,0,1,0,0,0,0,0,0,1,0,2.5,Orange
Joshua Sanchez,Dominican Republic,F,7083285280148,51,26.6,158,92,279,55,1,0,1,0,0,0,0,0,0,0,0,17.5,Orange
Adrian Lozano,Western Sahara,M,0888475032159,79,24.5,132,87,201,73,0,0,0,0,0,0,0,0,0,0,0,20.0,Orange
Joseph Mitchell,Kiribati,F,2499982792276,80,26.5,157,84,233,54,1,0,1,0,0,0,1,0,0,0,0,35.0,Red
James Perez,Bosnia and Herzegovina,M,0298763136238,58,44.4,147,95,182,72,1,0,1,0,0,0,1,0,0,1,0,17.5,Orange
Jacob Dixon,Kiribati,M,5521413697564,56,35.0,160,83,184,68,1,0,1,0,0,0,0,0,0,1,0,10.0,Orange
Danielle Brennan,British Virgin Islands,M,1778831038842,55,30.8,125,86,234,36,1,0,1,0,0,0,1,0,0,1,0,22.5,Orange
Christopher Garcia,Angola,M,9294288922487,52,37.6,123,84,170,38,0,0,0,0,0,0,0,0,0,0,0,10.0,Orange
Holly Rivera,Uganda,F,3060260725331,70,22.9,120,84,209,52,1,0,1,0,0,0,0,0,0,0,0,17.5,Orange
Richard Mccall,Saint Barthelemy,M,6150586711860,59,23.5,125,94,247,56,0,0,0,0,0,0,0,0,0,0,0,15.0,Orange
Luis Wilson,Moldova,M,0242757779628,77,46.7,150,87,255,40,1,0,1,0,0,0,0,0,0,0,0,30.0,Red
Timothy Gill,Swaziland,M,0842321678922,44,23.0,128,72,173,30,0,0,0,0,0,0,1,0,0,0,0,12.5,Green
Travis Green,San Marino,M,5887505415790,37,30.9,127,93,215,38,1,0,1,0,0,0,0,0,0,0,0,7.5,Green
Mark King,Togo,M,9212777746161,49,47.4,131,87,271,55,0,0,0,0,0,0,0,0,0,0,0,12.5,Green
Stephanie Lewis,Saudi Arabia,F,5853389788787,38,22.7,116,71,165,57,0,0,0,0,0,0,1,0,0,0,0,7.5,Green
Catherine Hicks,Aruba,M,1360719574858,53,34.9,151,87,213,51,1,0,1,0,0,0,0,0,0,0,0,12.5,Orange
Peter Cole,South Georgia and the South Sandwich Islands,F,3606648134380,67,33.7,128,81,154,51,0,0,0,0,0,0,0,0,0,0,0,12.5,Green
Diana Perez,Congo,F,2289885788212,37,19.8,121,79,207,30,0,0,0,0,0,0,0,0,0,0,0,7.5,Green
Amanda Hale,Western Sahara,M,0698709836671,62,20.1,125,94,219,45,0,0,0,0,0,0,1,0,0,0,0,20.0,Orange
Mark Irwin,Saint Pierre and Miquelon,M,1761906414719,80,45.2,154,95,216,48,2,0,1,1,0,0,0,0,0,0,0,27.5,Red
Michelle Frazier,Comoros,F,8456112065048,59,36.8,133,83,233,69,0,0,0,0,0,0,0,0,0,0,0,10.0,Orange
Mr. Michael Cooley MD,Greenland,F,2450232579337,46,27.5,112,75,272,43,1,0,1,0,0,0,1,0,0,0,0,17.5,Orange
Katherine Pace,Zambia,M,5175248655253,52,29.8,123,90,238,33,0,0,0,0,0,0,0,0,0,0,0,12.5,Green
Derrick Reid,Czech Republic,M,0251076935547,60,31.8,145,83,230,62,1,0,1,0,0,0,1,0,0,0,0,22.5,Red
Eugene Alvarez,Bulgaria,M,7994083466972,48,21.9,103,75,189,43,0,0,0,0,0,0,1,0,0,0,0,10.0,Green
Kenneth Lowery,Afghanistan,F,4846538621616,46,37.2,131,84,216,53,0,0,0,0,0,0,0,0,0,0,0,7.5,Green
Nicole Dorsey,Gibraltar,M,7370527210767,64,41.8,141,89,230,56,2,1,1,0,0,0,1,0,0,1,0,32.5,Red
Timothy Johnson,Oman,F,5322954448789,34,18.6,125,77,214,48,0,0,0,0,0,0,0,0,0,0,0,2.5,Green
Mary Johnson,Zimbabwe,M,2851726352373,56,30.5,147,94,234,63,1,0,1,0,0,0,0,0,0,0,0,12.5,Green
Kimberly Harvey,Isle of Man,M,6219784244096,59,26.1,143,87,180,45,1,0,1,0,0,0,0,0,0,1,0,12.5,Orange
Travis Bennett,Ghana,M,5336571901183,27,35.8,128,92,182,55,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Casey Johnson,Western Sahara,M,3089079261007,71,32.0,155,82,160,74,1,0,1,0,0,0,0,0,0,0,0,17.5,Orange
Jonathan Eaton,Suriname,F,7296864346597,52,25.5,126,81,207,52,0,0,0,0,0,0,0,0,0,0,0,7.5,Green
Tyrone Coleman,Tanzania,M,7461751891300,54,28.4,151,92,263,72,1,0,1,0,0,0,0,0,0,1,0,15.0,Orange
Vincent Robertson,Slovenia,F,3042854859714,57,31.9,153,87,230,42,1,0,1,0,0,0,0,0,0,1,0,15.0,Orange
Timothy Chavez,Portugal,M,2475223187001,60,44.9,149,95,173,62,1,0,1,0,0,0,0,0,0,1,0,12.5,Orange
Dakota Warner,Cook Islands,M,6719343267752,44,18.0,106,66,187,34,2,0,1,0,0,1,1,0,0,0,0,12.5,Orange
Kenneth Chapman,Kazakhstan,M,6958512717104,59,45.0,157,87,179,45,1,0,1,0,0,0,0,0,0,1,0,12.5,Orange
Gregory Henson,Jersey,M,3580908416938,65,33.7,158,90,167,33,1,0,1,0,0,0,0,0,0,1,0,22.5,Red
Cassidy Thompson,Martinique,M,5097837072398,91,34.6,159,95,252,54,1,0,1,0,0,0,0,0,0,0,0,37.5,Red
Nicholas Esparza,Niger,M,4021947060380,67,27.0,142,84,247,50,1,0,1,0,0,0,0,0,0,1,0,25.0,Red
Jessica Rogers,Burkina Faso,F,6233163474348,88,30.1,140,84,239,72,1,0,1,0,0,0,0,0,0,0,0,25.0,Red
Catherine Mcdonald MD,Maldives,M,0929892757901,64,28.4,143,80,229,75,1,0,1,0,0,0,0,0,0,0,0,15.0,Orange
Benjamin Young,Albania,M,2344786400066,90,30.4,130,81,188,60,1,1,0,0,0,0,0,0,0,0,0,32.5,Red
Keith Wilkins,Sudan,F,5197805271713,57,31.6,144,87,253,37,2,0,1,0,0,1,1,0,0,0,0,32.5,Orange
Andrew Garcia,Saint Vincent and the Grenadines,F,1997445883833,60,29.4,150,85,216,75,1,0,1,0,0,0,1,0,0,0,0,22.5,Red
Sean Peterson,Croatia,F,4088051455716,52,32.7,160,94,202,37,1,0,1,0,0,0,0,0,0,1,0,17.5,Orange
Steven Henderson,Australia,M,7169731462723,20,27.8,121,65,173,31,0,0,0,0,0,0,0,0,0,0,0,5.0,Green
Brent Anderson,Thailand,F,6645968546050,75,30.7,137,94,236,64,0,0,0,0,0,0,0,0,0,0,0,20.0,Orange
Jennifer Mckinney,United States of America,M,9196558466625,89,34.9,121,87,232,53,2,1,1,0,0,0,1,0,0,0,0,40.0,Red
Mrs. Ashley Gutierrez,Ghana,M,4547556807685,41,35.1,128,90,187,61,1,0,0,0,0,1,1,0,0,0,0,5.0,Green
Edward Kirby,Brazil,F,0749402530639,56,23.5,145,83,200,61,2,1,1,0,0,0,0,0,0,0,0,17.5,Orange
Alyssa Rodriguez,Cook Islands,M,6736795772610,26,43.1,138,82,203,59,0,0,0,0,0,0,1,0,0,0,0,12.5,Green
Colin Watson,Jersey,M,2095072533011,43,23.5,123,80,185,66,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Alison Reynolds,Libyan Arab Jamahiriya,M,4386945358175,58,34.0,146,82,191,53,1,0,1,0,0,0,1,0,0,1,0,20.0,Orange
Tracey Conley,Papua New Guinea,F,4523095229867,45,31.6,136,80,180,69,0,0,0,0,0,0,0,0,0,0,0,2.5,Green
Beverly Alvarez,New Zealand,F,7328099202765,61,34.1,155,80,181,40,1,0,1,0,0,0,1,0,0,0,0,22.5,Red
Leah Patton,Solomon Islands,F,9123043614322,53,49.3,121,84,166,48,1,0,1,0,0,0,0,0,0,1,0,5.0,Orange
Laura Joyce,Central African Republic,M,0566592665268,73,31.2,152,94,182,62,1,0,1,0,0,0,0,1,0,1,0,17.5,Orange
Matthew Shea,United States Minor Outlying Islands,F,3245604938329,80,31.6,146,94,171,50,2,0,1,0,1,0,0,0,0,1,0,25.0,Red
Caleb Carter,Falkland Islands (Malvinas),F,2247274603225,45,39.7,148,83,220,38,1,0,1,0,0,0,0,0,0,1,0,15.0,Orange
Alexander Allen,Montserrat,F,7972640341566,58,22.0,154,91,243,51,2,1,1,0,0,0,0,0,0,0,0,27.5,Orange
Kimberly Bell,Cape Verde,F,9981739514116,36,18.5,115,67,155,60,1,0,1,0,0,0,1,0,0,1,0,7.5,Orange
Brian Buckley PhD,Brunei Darussalam,F,7123885458971,65,29.7,158,84,259,49,1,0,1,0,0,0,1,0,0,1,0,32.5,Red
Juan Singleton,Martinique,M,2494888936526,74,28.4,131,91,192,35,0,0,0,0,0,0,0,0,0,0,0,22.5,Red
Chelsea Osborne,Kuwait,F,3407612962875,61,33.1,143,95,279,37,1,0,1,0,0,0,0,0,0,1,0,27.5,Red
Larry Brennan,Iraq,F,0990003105775,35,46.1,149,81,179,75,1,0,1,0,0,0,0,0,0,0,0,2.5,Green
David Wilson,France,M,0776179006630,60,34.6,131,81,275,44,1,0,1,0,0,0,0,0,0,0,0,20.0,Orange
Arthur Juarez,Venezuela,F,7473368451785,62,30.0,157,95,208,40,2,1,1,0,0,0,0,0,0,1,0,25.0,Red
Alexis Davis,South Georgia and the South Sandwich Islands,M,9921319137632,59,24.7,139,85,259,30,0,0,0,0,0,0,1,0,0,0,0,30.0,Orange
